host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,sample,mode,bump_left,bump_right,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,gyro_z_deg,turn_target_deg,left_cmd_milli,right_cmd_milli,bump_any
2026-06-17T16:37:30.3823602-07:00,1781739450382,30052258,19600309,392,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.766,45.0,120,120,False
2026-06-17T16:37:30.3903627-07:00,1781739450390,30103350,19651401,393,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.771,45.0,120,120,False
2026-06-17T16:37:30.3973616-07:00,1781739450397,30152258,19700309,394,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.777,45.0,120,120,False
2026-06-17T16:37:30.4043610-07:00,1781739450404,30203357,19751408,395,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.78,45.0,120,120,False
2026-06-17T16:37:30.4123625-07:00,1781739450412,30252260,19800311,396,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.784,45.0,120,120,False
2026-06-17T16:37:30.4193642-07:00,1781739450419,30303351,19851402,397,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.789,45.0,120,120,False
2026-06-17T16:37:30.4288695-07:00,1781739450428,30352261,19900312,398,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.794,45.0,120,120,False
2026-06-17T16:37:30.4358748-07:00,1781739450435,30403354,19951405,399,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.798,45.0,120,120,False
2026-06-17T16:37:30.4438749-07:00,1781739450443,30452261,20000312,400,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.799,45.0,120,120,False
2026-06-17T16:37:30.4518747-07:00,1781739450451,30503352,20051403,401,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.796,45.0,120,120,False
2026-06-17T16:37:30.4588747-07:00,1781739450458,30552255,20100306,402,FORWARD,0,0,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.77,45.0,120,120,False
2026-06-17T16:37:30.4678726-07:00,1781739450467,30603363,20151414,403,BACKUP,0,1,4254,4172,0,0,1.16924,1.15483,0.77861,-0.26513,-8.689,-3.726,45.0,-100,-100,True
2026-06-17T16:37:30.4768740-07:00,1781739450476,30652260,20200311,404,BACKUP,0,1,4238,4162,-16,-10,1.16481,1.15206,0.77505,-0.26464,-7.687,-2.312,45.0,-100,-100,True
2026-06-17T16:37:30.4928750-07:00,1781739450492,30703353,20251404,405,BACKUP,0,0,4210,4149,-28,-13,1.15705,1.14846,0.76939,-0.26413,-5.18,0.208,45.0,-100,-100,False
2026-06-17T16:37:30.4998744-07:00,1781739450499,30752257,20300308,406,BACKUP,0,0,4186,4130,-24,-19,1.1504,1.14319,0.76345,-0.26368,-4.345,1.113,45.0,-100,-100,False
2026-06-17T16:37:30.5088749-07:00,1781739450508,30803356,20351407,407,TURN_LEFT,0,0,4165,4108,-21,-22,1.14458,1.1371,0.75751,-0.26321,-4.512,0.782,45.0,-80,80,False
2026-06-17T16:37:30.5158784-07:00,1781739450515,30852264,20400315,408,TURN_LEFT,0,0,4146,4107,-19,-1,1.13931,1.13682,0.75474,-0.26314,-1.504,3.703,45.0,-80,80,False
2026-06-17T16:37:30.5238781-07:00,1781739450523,30903355,20451406,409,TURN_LEFT,0,0,4127,4118,-19,11,1.13405,1.13987,0.75363,-0.26321,3.509,9.48,45.0,-80,80,False
2026-06-17T16:37:30.5303856-07:00,1781739450530,30952264,20500315,410,TURN_LEFT,0,0,4112,4132,-15,14,1.12989,1.14375,0.7535,-0.26323,8.355,15.004,45.0,-80,80,False
2026-06-17T16:37:30.5383870-07:00,1781739450538,31003415,20551466,411,TURN_LEFT,0,0,4097,4147,-15,15,1.12574,1.1479,0.7535,-0.26323,13.368,20.597,45.0,-80,80,False
2026-06-17T16:37:30.5463870-07:00,1781739450546,31052259,20600310,412,TURN_LEFT,0,0,4083,4162,-14,15,1.12186,1.15206,0.75363,-0.26318,18.214,26.287,45.0,-80,80,False
2026-06-17T16:37:30.5573860-07:00,1781739450557,31103362,20651413,413,TURN_LEFT,0,0,4068,4179,-15,17,1.1177,1.15677,0.75388,-0.26307,23.562,31.944,45.0,-80,80,False
2026-06-17T16:37:30.5643870-07:00,1781739450564,31152258,20700309,414,TURN_LEFT,0,0,4055,4194,-13,15,1.1141,1.16093,0.75413,-0.26294,28.241,37.383,45.0,-80,80,False
2026-06-17T16:37:30.5713884-07:00,1781739450571,31203354,20751405,415,TURN_LEFT,0,0,4041,4210,-14,16,1.11022,1.16536,0.75436,-0.26279,33.254,42.856,45.0,-80,80,False
2026-06-17T16:37:30.5803869-07:00,1781739450580,31252255,20800306,416,FORWARD,0,0,4027,4225,-14,15,1.10634,1.16952,0.75447,-0.2627,38.1,48.552,45.0,120,120,False
2026-06-17T16:37:30.5883852-07:00,1781739450588,31303355,20851406,417,FORWARD,0,0,4032,4243,5,18,1.10773,1.1745,0.7569,-0.26064,40.272,52.115,45.0,120,120,False
2026-06-17T16:37:30.5963854-07:00,1781739450596,31352260,20900311,418,FORWARD,0,0,4048,4264,16,21,1.11216,1.18032,0.76076,-0.25727,41.108,53.293,45.0,120,120,False
2026-06-17T16:37:30.6173910-07:00,1781739450617,31403352,20951403,419,FORWARD,0,0,4070,4289,22,25,1.11826,1.18725,0.76563,-0.25295,41.609,54.056,45.0,120,120,False
2026-06-17T16:37:30.6243909-07:00,1781739450624,31452259,21000310,420,FORWARD,0,0,4094,4316,24,27,1.12491,1.19473,0.77087,-0.24821,42.111,54.509,45.0,120,120,False
2026-06-17T16:37:30.6329051-07:00,1781739450632,31503351,21051402,421,FORWARD,0,0,4120,4344,26,28,1.13211,1.20249,0.77639,-0.24316,42.445,54.929,45.0,120,120,False
2026-06-17T16:37:30.6399075-07:00,1781739450639,31552258,21100309,422,FORWARD,0,0,4145,4371,25,27,1.13904,1.20997,0.78168,-0.23827,42.779,55.394,45.0,120,120,False
2026-06-17T16:37:30.6479062-07:00,1781739450647,31603354,21151405,423,FORWARD,0,0,4172,4400,27,29,1.14652,1.218,0.78734,-0.23297,43.113,55.879,45.0,120,120,False
2026-06-17T16:37:30.6559062-07:00,1781739450655,31652257,21200308,424,FORWARD,0,0,4197,4427,25,27,1.15344,1.22548,0.79257,-0.22802,43.447,56.371,45.0,120,120,False
2026-06-17T16:37:30.6639074-07:00,1781739450663,31703352,21251403,425,FORWARD,0,0,4223,4456,26,29,1.16065,1.23352,0.79806,-0.22273,43.949,56.66,45.0,120,120,False
2026-06-17T16:37:30.6719073-07:00,1781739450671,31752254,21300305,426,FORWARD,0,0,4249,4483,26,27,1.16785,1.241,0.80333,-0.21762,44.116,56.959,45.0,120,120,False
2026-06-17T16:37:30.6799074-07:00,1781739450679,31803355,21351406,427,FORWARD,0,0,4260,4503,11,20,1.1709,1.24654,0.80633,-0.21455,45.62,57.708,45.0,120,120,False
2026-06-17T16:37:30.6879064-07:00,1781739450687,31852257,21400308,428,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.175,45.0,120,120,False
2026-06-17T16:37:30.6959064-07:00,1781739450695,31903355,21451406,429,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.165,45.0,120,120,False
2026-06-17T16:37:30.7049052-07:00,1781739450704,31952262,21500313,430,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.173,45.0,120,120,False
2026-06-17T16:37:30.7119076-07:00,1781739450711,32003418,21551469,431,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.152,45.0,120,120,False
2026-06-17T16:37:30.7189104-07:00,1781739450718,32052261,21600312,432,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.144,45.0,120,120,False
2026-06-17T16:37:30.7259116-07:00,1781739450725,32103359,21651410,433,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.14,45.0,120,120,False
2026-06-17T16:37:30.7344214-07:00,1781739450734,32152260,21700311,434,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.138,45.0,120,120,False
2026-06-17T16:37:30.7434197-07:00,1781739450743,32203355,21751406,435,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.137,45.0,120,120,False
2026-06-17T16:37:30.7514212-07:00,1781739450751,32252259,21800310,436,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.135,45.0,120,120,False
2026-06-17T16:37:30.7644206-07:00,1781739450764,32303351,21851402,437,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.13,45.0,120,120,False
2026-06-17T16:37:30.7724213-07:00,1781739450772,32352258,21900309,438,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.124,45.0,120,120,False
2026-06-17T16:37:30.7794196-07:00,1781739450779,32403352,21951403,439,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.121,45.0,120,120,False
2026-06-17T16:37:30.7874207-07:00,1781739450787,32452255,22000306,440,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.117,45.0,120,120,False
2026-06-17T16:37:30.7954204-07:00,1781739450795,32503357,22051408,441,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.11,45.0,120,120,False
2026-06-17T16:37:30.8024213-07:00,1781739450802,32552254,22100305,442,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.105,45.0,120,120,False
2026-06-17T16:37:30.8104214-07:00,1781739450810,32603351,22151402,443,FORWARD,0,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.102,45.0,120,120,False
2026-06-17T16:37:30.8174246-07:00,1781739450817,32652257,22200308,444,BACKUP,1,0,4260,4503,0,0,1.1709,1.24654,0.80633,-0.21455,45.62,58.207,45.0,-100,-100,True
2026-06-17T16:37:30.8244246-07:00,1781739450824,32703347,22251398,445,BACKUP,1,0,4245,4484,-15,-19,1.16674,1.24128,0.803,-0.21787,44.951,57.731,45.0,-100,-100,True
2026-06-17T16:37:30.8319345-07:00,1781739450831,32752262,22300313,446,BACKUP,0,0,4221,4451,-24,-33,1.16009,1.23213,0.79727,-0.22331,43.447,55.865,45.0,-100,-100,False
2026-06-17T16:37:30.8389334-07:00,1781739450838,32803354,22351405,447,TURN_RIGHT,0,0,4196,4417,-25,-34,1.15317,1.22271,0.79119,-0.22877,41.943,53.602,45.0,80,-80,False
2026-06-17T16:37:30.8469328-07:00,1781739450846,32852257,22400308,448,TURN_RIGHT,0,0,4194,4393,-2,-24,1.15261,1.21606,0.78836,-0.231,38.267,50.097,45.0,80,-80,False
2026-06-17T16:37:30.8559344-07:00,1781739450855,32903356,22451407,449,TURN_RIGHT,0,0,4201,4372,7,-21,1.15455,1.21024,0.78674,-0.23207,33.588,45.311,45.0,80,-80,False
2026-06-17T16:37:30.8639336-07:00,1781739450863,32952260,22500311,450,TURN_RIGHT,0,0,4213,4357,12,-15,1.15788,1.20609,0.78638,-0.23227,29.076,40.255,45.0,80,-80,False
2026-06-17T16:37:30.8729325-07:00,1781739450872,33003416,22551467,451,TURN_RIGHT,0,0,4226,4340,13,-17,1.16148,1.20138,0.78587,-0.2325,24.063,34.774,45.0,80,-80,False
2026-06-17T16:37:30.8819341-07:00,1781739450881,33052254,22600305,452,TURN_RIGHT,0,0,4238,4325,12,-15,1.1648,1.19722,0.78548,-0.23264,19.551,29.316,45.0,80,-80,False
2026-06-17T16:37:30.8899320-07:00,1781739450889,33103357,22651408,453,TURN_RIGHT,0,0,4252,4309,14,-16,1.16868,1.19279,0.78521,-0.23271,14.538,23.77,45.0,80,-80,False
2026-06-17T16:37:30.8999335-07:00,1781739450899,33152262,22700313,454,TURN_RIGHT,0,0,4265,4294,13,-15,1.17229,1.18863,0.78494,-0.23276,9.859,18.251,45.0,80,-80,False
2026-06-17T16:37:30.9069333-07:00,1781739450906,33203354,22751405,455,TURN_RIGHT,0,0,4278,4278,13,-16,1.17589,1.1842,0.78453,-0.23279,5.013,12.866,45.0,80,-80,False
2026-06-17T16:37:30.9159354-07:00,1781739450915,33252259,22800310,456,FORWARD,0,0,4291,4263,13,-15,1.17949,1.18004,0.78425,-0.23279,0.334,7.506,45.0,120,120,False
2026-06-17T16:37:30.9259363-07:00,1781739450925,33303353,22851404,457,FORWARD,0,0,4307,4267,16,4,1.18392,1.18115,0.78702,-0.23287,-1.671,4.3,45.0,120,120,False
2026-06-17T16:37:30.9364431-07:00,1781739450936,33352260,22900311,458,FORWARD,0,0,4326,4284,19,17,1.18919,1.18586,0.792,-0.23305,-2.005,3.86,45.0,120,120,False
2026-06-17T16:37:30.9454443-07:00,1781739450945,33403361,22951412,459,FORWARD,0,0,4349,4308,23,24,1.19556,1.19251,0.79851,-0.23326,-1.838,4.076,45.0,120,120,False
2026-06-17T16:37:30.9554449-07:00,1781739450955,33452257,23000308,460,FORWARD,0,0,4373,4334,24,26,1.20221,1.19972,0.80544,-0.23344,-1.504,4.319,45.0,120,120,False
2026-06-17T16:37:30.9664444-07:00,1781739450966,33503355,23051406,461,FORWARD,0,0,4399,4362,26,28,1.20941,1.20747,0.81292,-0.23359,-1.17,4.49,45.0,120,120,False
2026-06-17T16:37:30.9754448-07:00,1781739450975,33552255,23100306,462,FORWARD,0,0,4425,4389,26,27,1.21662,1.21495,0.82026,-0.23372,-1.003,4.699,45.0,120,120,False
2026-06-17T16:37:30.9854427-07:00,1781739450985,33603355,23151406,463,FORWARD,0,0,4452,4417,27,28,1.2241,1.22271,0.82787,-0.23383,-0.836,4.965,45.0,120,120,False
2026-06-17T16:37:30.9957261-07:00,1781739450995,33652257,23200308,464,FORWARD,0,0,4477,4444,25,27,1.23102,1.23019,0.83508,-0.2339,-0.501,5.267,45.0,120,120,False
2026-06-17T16:37:31.0057296-07:00,1781739451005,33703347,23251398,465,FORWARD,0,0,4504,4472,27,28,1.23851,1.23795,0.8427,-0.23394,-0.334,5.616,45.0,120,120,False
2026-06-17T16:37:31.0156060-07:00,1781739451015,33752253,23300304,466,FORWARD,0,0,4529,4500,25,28,1.24543,1.24571,0.85004,-0.23392,0.167,6.025,45.0,120,120,False
2026-06-17T16:37:31.0257397-07:00,1781739451025,33803357,23351408,467,FORWARD,0,0,4556,4528,27,28,1.25291,1.25347,0.85766,-0.23387,0.334,6.519,45.0,120,120,False
2026-06-17T16:37:31.0352468-07:00,1781739451035,33852261,23400312,468,FORWARD,0,0,4582,4555,26,27,1.26012,1.26095,0.865,-0.23381,0.501,7.058,45.0,120,120,False
2026-06-17T16:37:31.0452451-07:00,1781739451045,33903351,23451402,469,FORWARD,0,0,4609,4584,27,29,1.2676,1.26898,0.87276,-0.2337,0.836,7.378,45.0,120,120,False
2026-06-17T16:37:31.0552458-07:00,1781739451055,33952258,23500309,470,FORWARD,0,0,4635,4611,26,27,1.2748,1.27646,0.8801,-0.23357,1.003,7.457,45.0,120,120,False
2026-06-17T16:37:31.0652458-07:00,1781739451065,34003415,23551466,471,FORWARD,0,0,4662,4639,27,28,1.28228,1.28422,0.88772,-0.23341,1.17,7.43,45.0,120,120,False
2026-06-17T16:37:31.0754766-07:00,1781739451075,34052256,23600307,472,FORWARD,0,0,4688,4667,26,28,1.28949,1.29198,0.8952,-0.23322,1.504,7.593,45.0,120,120,False
2026-06-17T16:37:31.0844783-07:00,1781739451084,34103351,23651402,473,FORWARD,0,0,4715,4697,27,30,1.29697,1.30029,0.90309,-0.23294,2.005,8.025,45.0,120,120,False
2026-06-17T16:37:31.0944739-07:00,1781739451094,34152254,23700305,474,FORWARD,0,0,4742,4725,27,28,1.30445,1.30805,0.9107,-0.23265,2.172,8.29,45.0,120,120,False
2026-06-17T16:37:31.1046806-07:00,1781739451104,34203361,23751412,475,FORWARD,0,0,4771,4754,29,29,1.31248,1.31609,0.91873,-0.23235,2.172,8.477,45.0,120,120,False
2026-06-17T16:37:31.1145619-07:00,1781739451114,34252260,23800311,476,FORWARD,0,0,4798,4782,27,28,1.31996,1.32384,0.92634,-0.23204,2.339,8.599,45.0,120,120,False
2026-06-17T16:37:31.1244449-07:00,1781739451124,34303356,23851407,477,FORWARD,0,0,4826,4810,28,28,1.32772,1.3316,0.9341,-0.23172,2.339,8.501,45.0,120,120,False
2026-06-17T16:37:31.1340802-07:00,1781739451134,34352259,23900310,478,FORWARD,0,0,4852,4837,26,27,1.33493,1.33908,0.94143,-0.2314,2.507,8.556,45.0,120,120,False
2026-06-17T16:37:31.1442541-07:00,1781739451144,34403358,23951409,479,FORWARD,0,0,4880,4866,28,29,1.34268,1.34712,0.94932,-0.23103,2.674,8.701,45.0,120,120,False
2026-06-17T16:37:31.1541719-07:00,1781739451154,34452257,24000308,480,FORWARD,0,0,4911,4892,31,26,1.35127,1.35432,0.95721,-0.23078,1.838,9.147,45.0,120,120,False
2026-06-17T16:37:31.1641773-07:00,1781739451164,34503355,24051406,481,FORWARD,0,0,4943,4921,32,29,1.36014,1.36236,0.96566,-0.23058,1.337,8.962,45.0,120,120,False
2026-06-17T16:37:31.1741779-07:00,1781739451174,34552255,24100306,482,FORWARD,0,0,4956,4925,13,4,1.36374,1.36346,0.96802,-0.23059,-0.167,8.347,45.0,120,120,False
2026-06-17T16:37:31.1841792-07:00,1781739451184,34603353,24151404,483,FORWARD,0,0,4970,4928,14,3,1.36762,1.3643,0.97037,-0.23067,-2.005,8.435,45.0,120,120,False
2026-06-17T16:37:31.1937557-07:00,1781739451193,34652261,24200312,484,FORWARD,0,0,4973,4928,3,0,1.36845,1.3643,0.97078,-0.23069,-2.507,7.871,45.0,120,120,False
2026-06-17T16:37:31.2037604-07:00,1781739451203,34703350,24251401,485,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,5.649,45.0,120,120,False
2026-06-17T16:37:31.2132642-07:00,1781739451213,34752256,24300307,486,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,3.369,45.0,120,120,False
2026-06-17T16:37:31.2232693-07:00,1781739451223,34803357,24351408,487,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,1.573,45.0,120,120,False
2026-06-17T16:37:31.2328680-07:00,1781739451232,34852255,24400306,488,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,0.717,45.0,120,120,False
2026-06-17T16:37:31.2426827-07:00,1781739451242,34903354,24451405,489,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,1.155,45.0,120,120,False
2026-06-17T16:37:31.2524845-07:00,1781739451252,34952256,24500307,490,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,1.769,45.0,120,120,False
2026-06-17T16:37:31.2624876-07:00,1781739451262,35003417,24551468,491,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,3.082,45.0,120,120,False
2026-06-17T16:37:31.2720996-07:00,1781739451272,35052256,24600307,492,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,4.693,45.0,120,120,False
2026-06-17T16:37:31.2819030-07:00,1781739451281,35103355,24651406,493,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,6.515,45.0,120,120,False
2026-06-17T16:37:31.2919067-07:00,1781739451291,35152257,24700308,494,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,8.298,45.0,120,120,False
2026-06-17T16:37:31.3019083-07:00,1781739451301,35203353,24751404,495,FORWARD,0,0,4973,4928,0,0,1.36845,1.3643,0.97078,-0.23069,-2.507,9.266,45.0,120,120,False
2026-06-17T16:37:31.3109062-07:00,1781739451310,35252258,24800309,496,FORWARD,0,0,4973,4929,0,1,1.36845,1.36457,0.97092,-0.23069,-2.339,10.269,45.0,120,120,False
2026-06-17T16:37:31.3219125-07:00,1781739451321,35303352,24851403,497,FORWARD,0,0,4973,4929,0,0,1.36845,1.36457,0.97092,-0.23069,-2.339,11.452,45.0,120,120,False
2026-06-17T16:37:31.3314219-07:00,1781739451331,35352263,24900314,498,FORWARD,0,0,4973,4929,0,0,1.36845,1.36457,0.97092,-0.23069,-2.339,12.491,45.0,120,120,False
2026-06-17T16:37:31.3414237-07:00,1781739451341,35403355,24951406,499,FORWARD,0,0,4973,4929,0,0,1.36845,1.36457,0.97092,-0.23069,-2.339,14.154,45.0,120,120,False
2026-06-17T16:37:31.3510062-07:00,1781739451351,35452255,25000306,500,FORWARD,0,0,4973,4930,0,1,1.36845,1.36485,0.97106,-0.2307,-2.172,16.124,45.0,120,120,False
2026-06-17T16:37:31.3608872-07:00,1781739451360,35503355,25051406,501,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,17.766,45.0,120,120,False
2026-06-17T16:37:31.3708075-07:00,1781739451370,35552256,25100307,502,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,19.535,45.0,120,120,False
2026-06-17T16:37:31.3808110-07:00,1781739451380,35603356,25151407,503,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,21.425,45.0,120,120,False
2026-06-17T16:37:31.3908114-07:00,1781739451390,35652258,25200309,504,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,22.965,45.0,120,120,False
2026-06-17T16:37:31.4008106-07:00,1781739451400,35703354,25251405,505,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,24.383,45.0,120,120,False
2026-06-17T16:37:31.4108117-07:00,1781739451410,35752255,25300306,506,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,25.721,45.0,120,120,False
2026-06-17T16:37:31.4198152-07:00,1781739451419,35803358,25351409,507,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,26.649,45.0,120,120,False
2026-06-17T16:37:31.4301780-07:00,1781739451430,35852257,25400308,508,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,27.667,45.0,120,120,False
2026-06-17T16:37:31.4402188-07:00,1781739451440,35903358,25451409,509,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,28.672,45.0,120,120,False
2026-06-17T16:37:31.4502177-07:00,1781739451450,35952263,25500314,510,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,29.403,45.0,120,120,False
2026-06-17T16:37:31.4602176-07:00,1781739451460,36003414,25551465,511,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,30.154,45.0,120,120,False
2026-06-17T16:37:31.4702194-07:00,1781739451470,36052259,25600310,512,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,30.62,45.0,120,120,False
2026-06-17T16:37:31.4796442-07:00,1781739451479,36103354,25651405,513,FORWARD,0,0,4973,4930,0,0,1.36845,1.36485,0.97106,-0.2307,-2.172,30.809,45.0,120,120,False
2026-06-17T16:37:31.4896496-07:00,1781739451489,36152258,25700309,514,FORWARD,0,0,4973,4931,0,1,1.36845,1.36513,0.9712,-0.2307,-2.005,31.174,45.0,120,120,False
2026-06-17T16:37:31.4994136-07:00,1781739451499,36203357,25751408,515,FORWARD,0,0,4973,4931,0,0,1.36845,1.36513,0.9712,-0.2307,-2.005,31.717,45.0,120,120,False
2026-06-17T16:37:31.5093265-07:00,1781739451509,36252256,25800307,516,FORWARD,0,0,4973,4931,0,0,1.36845,1.36513,0.9712,-0.2307,-2.005,32.123,45.0,120,120,False
2026-06-17T16:37:31.5193319-07:00,1781739451519,36303352,25851403,517,FORWARD,0,0,4973,4931,0,0,1.36845,1.36513,0.9712,-0.2307,-2.005,32.315,45.0,120,120,False
2026-06-17T16:37:31.5293343-07:00,1781739451529,36352260,25900311,518,FORWARD,0,0,4973,4931,0,0,1.36845,1.36513,0.9712,-0.2307,-2.005,32.602,45.0,120,120,False
2026-06-17T16:37:31.5394617-07:00,1781739451539,36403351,25951402,519,FORWARD,0,0,4974,4931,1,0,1.36873,1.36513,0.97134,-0.23071,-2.172,33.04,45.0,120,120,False
2026-06-17T16:37:31.5484608-07:00,1781739451548,36452258,26000309,520,FORWARD,0,0,4974,4933,0,2,1.36873,1.36568,0.97161,-0.23072,-1.838,33.574,45.0,120,120,False
2026-06-17T16:37:31.5594622-07:00,1781739451559,36503354,26051405,521,FORWARD,0,0,4976,4935,2,2,1.36928,1.36624,0.97217,-0.23073,-1.838,34.111,45.0,120,120,False
2026-06-17T16:37:31.5684609-07:00,1781739451568,36552259,26100310,522,FORWARD,0,0,4976,4935,0,0,1.36928,1.36624,0.97217,-0.23073,-1.838,34.45,45.0,120,120,False
2026-06-17T16:37:31.5784616-07:00,1781739451578,36603356,26151407,523,FORWARD,0,0,4976,4935,0,0,1.36928,1.36624,0.97217,-0.23073,-1.838,34.68,45.0,120,120,False
2026-06-17T16:37:31.5884610-07:00,1781739451588,36652262,26200313,524,FORWARD,0,0,4976,4935,0,0,1.36928,1.36624,0.97217,-0.23073,-1.838,34.965,45.0,120,120,False
