time_us,sample,mode,s0,s1,s2,s3,s4,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
107003029,940,DRIVING,74,1000,1000,478,83,1,1,0,-100,100
107052950,941,DRIVING,79,1000,1000,485,92,1,1,0,-100,100
107102950,942,DRIVING,78,1000,1000,478,86,1,1,0,-100,100
107152947,943,DRIVING,81,1000,1000,481,89,1,1,0,-100,100
107202952,944,DRIVING,91,1000,1000,493,96,1,1,0,-100,100
107252947,945,DRIVING,87,1000,1000,481,93,1,1,0,-100,100
107302956,946,DRIVING,81,1000,1000,488,90,1,1,0,-100,100
107352944,947,DRIVING,74,1000,1000,470,85,1,1,0,-100,100
107402945,948,DRIVING,89,1000,1000,506,99,2,1,0,100,100
107452943,949,DRIVING,89,1000,1000,281,96,1,2,0,-100,100
107502949,950,DRIVING,41,1000,977,149,41,1,1,0,-100,100
107552943,951,DRIVING,41,1000,992,174,47,1,1,0,-100,100
107602946,952,DRIVING,91,1000,1000,260,90,1,1,0,-100,100
107652957,953,DRIVING,77,1000,1000,243,78,1,1,0,-100,100
107702952,954,DRIVING,78,1000,1000,242,78,1,1,0,-100,100
107752945,955,DRIVING,75,1000,1000,242,79,1,1,0,-100,100
107802947,956,DRIVING,82,1000,1000,247,82,1,1,0,-100,100
107852941,957,DRIVING,79,1000,1000,246,79,1,1,0,-100,100
107902940,958,DRIVING,81,1000,1000,248,82,1,1,0,-100,100
107952947,959,DRIVING,82,1000,1000,247,82,1,1,0,-100,100
108003026,960,DRIVING,84,1000,1000,249,85,1,1,0,-100,100
108052956,961,DRIVING,79,1000,1000,244,81,1,1,0,-100,100
108102958,962,DRIVING,79,1000,1000,244,81,1,1,0,-100,100
108152951,963,DRIVING,79,1000,1000,244,81,1,1,0,-100,100
108202959,964,DRIVING,79,1000,1000,242,79,1,1,0,-100,100
108252946,965,DRIVING,79,1000,1000,241,81,1,1,0,-100,100
108302954,966,DRIVING,78,1000,1000,243,81,1,1,0,-100,100
108352947,967,DRIVING,84,1000,1000,248,85,1,1,0,-100,100
108402950,968,DRIVING,84,1000,1000,258,89,1,1,0,-100,100
108452949,969,DRIVING,79,1000,1000,249,83,1,1,0,-100,100
108502948,970,DRIVING,85,1000,1000,254,88,1,1,0,-100,100
108552946,971,DRIVING,85,1000,1000,252,88,1,1,0,-100,100
108602957,972,DRIVING,82,1000,1000,246,82,1,1,0,-100,100
108652942,973,DRIVING,84,1000,1000,244,82,1,1,0,-100,100
108702955,974,DRIVING,84,1000,1000,247,83,1,1,0,-100,100
108752941,975,DRIVING,88,1000,1000,255,89,1,1,0,-100,100
108802943,976,DRIVING,85,1000,1000,252,86,1,1,0,-100,100
108852953,977,DRIVING,84,1000,1000,248,83,1,1,0,-100,100
108902947,978,DRIVING,84,1000,1000,247,85,1,1,0,-100,100
108952951,979,DRIVING,81,1000,1000,242,82,1,1,0,-100,100
109003026,980,DRIVING,82,1000,1000,252,85,1,1,0,-100,100
109052951,981,DRIVING,84,1000,1000,250,83,1,1,0,-100,100
109102954,982,DRIVING,84,1000,1000,247,85,1,1,0,-100,100
109152953,983,DRIVING,54,1000,1000,205,57,1,1,0,-100,100
109202954,984,DRIVING,25,1000,991,172,34,1,1,0,-100,100
109252945,985,DRIVING,49,1000,1000,199,53,1,1,0,-100,100
109302947,986,DRIVING,88,1000,1000,243,86,1,1,0,-100,100
109352953,987,DRIVING,89,1000,1000,243,88,1,1,0,-100,100
109402950,988,DRIVING,59,1000,1000,207,65,1,1,0,-100,100
109452960,989,DRIVING,57,1000,1000,194,58,1,1,0,-100,100
109502951,990,DRIVING,67,1000,1000,207,69,1,1,0,-100,100
109552948,991,DRIVING,77,1000,1000,221,75,1,1,0,-100,100
109602950,992,DRIVING,69,1000,1000,209,69,1,1,0,-100,100
109652949,993,DRIVING,69,1000,1000,221,75,1,1,0,-100,100
109702948,994,DRIVING,77,1000,1000,227,79,1,1,0,-100,100
109752951,995,DRIVING,75,1000,1000,221,72,1,1,0,-100,100
109802954,996,DRIVING,69,1000,1000,211,68,1,1,0,-100,100
109852951,997,DRIVING,62,1000,1000,203,64,1,1,0,-100,100
109902946,998,DRIVING,52,1000,1000,196,60,1,1,0,-100,100
109952952,999,DRIVING,71,1000,1000,218,74,1,1,0,-100,100
110003040,1000,DRIVING,98,1000,1000,252,95,1,1,0,-100,100
110052954,1001,DRIVING,94,1000,1000,243,90,1,1,0,-100,100
110102950,1002,DRIVING,92,1000,1000,241,90,1,1,0,-100,100
110152956,1003,DRIVING,95,1000,1000,241,89,1,1,0,-100,100
110202955,1004,DRIVING,88,1000,1000,238,86,1,1,0,-100,100
110252951,1005,DRIVING,88,1000,1000,236,86,1,1,0,-100,100
110302956,1006,DRIVING,94,1000,1000,246,90,1,1,0,-100,100
110352948,1007,DRIVING,98,1000,1000,250,96,1,1,0,-100,100
110402956,1008,DRIVING,99,1000,1000,250,95,1,1,0,-100,100
110452955,1009,DRIVING,99,1000,1000,249,95,1,1,0,-100,100
110502943,1010,DRIVING,88,1000,1000,238,86,1,1,0,-100,100
110552949,1011,DRIVING,79,1000,1000,224,79,1,1,0,-100,100
110602948,1012,DRIVING,77,1000,1000,221,75,1,1,0,-100,100
110652957,1013,DRIVING,74,1000,1000,218,75,1,1,0,-100,100
110702948,1014,DRIVING,71,1000,1000,213,72,1,1,0,-100,100
110752954,1015,DRIVING,69,1000,1000,211,74,1,1,0,-100,100
110802944,1016,DRIVING,74,1000,1000,216,74,1,1,0,-100,100
110852955,1017,DRIVING,82,1000,1000,228,83,1,1,0,-100,100
110902943,1018,DRIVING,92,1000,1000,242,90,1,1,0,-100,100
110952940,1019,DRIVING,95,1000,1000,244,90,1,1,0,-100,100
111003026,1020,DRIVING,84,1000,1000,233,81,1,1,0,-100,100
111052958,1021,DRIVING,78,1000,1000,227,81,1,1,0,-100,100
111102948,1022,DRIVING,94,1000,1000,244,90,1,1,0,-100,100
111152951,1023,DRIVING,99,1000,1000,252,95,1,1,0,-100,100
111202953,1024,DRIVING,98,1000,1000,258,93,1,1,0,-100,100
111252943,1025,DRIVING,91,1000,1000,285,93,1,1,0,-100,100
111302946,1026,DRIVING,87,1000,1000,348,92,1,1,0,-100,100
111352955,1027,DRIVING,85,1000,1000,461,92,1,1,0,-100,100
111402952,1028,DRIVING,82,1000,1000,626,89,2,1,0,100,100
111452945,1029,DRIVING,87,1000,1000,615,93,2,2,0,100,100
111502934,1030,DRIVING,118,1000,1000,343,93,1,2,0,-100,100
111552949,1031,DRIVING,116,1000,1000,359,89,1,1,0,-100,100
111602947,1032,DRIVING,95,1000,1000,686,100,2,1,0,100,100
111652948,1033,DRIVING,94,1000,1000,875,104,2,2,0,100,100
111702938,1034,DRIVING,99,1000,1000,704,102,2,2,0,100,100
111752952,1035,DRIVING,121,1000,1000,485,104,1,2,0,-100,100
111802962,1036,DRIVING,88,1000,1000,542,82,2,1,0,100,100
111852953,1037,DRIVING,91,1000,1000,638,93,2,2,0,100,100
111902952,1038,DRIVING,124,1000,1000,436,89,1,2,0,-100,100
111952950,1039,DRIVING,91,1000,1000,503,74,2,1,0,100,100
112003031,1040,DRIVING,97,1000,1000,721,93,2,2,0,100,100
112052936,1041,DRIVING,116,1000,1000,571,96,2,2,0,100,100
112102939,1042,DRIVING,239,1000,1000,395,111,1,2,0,-100,100
112152952,1043,DRIVING,185,1000,1000,381,93,1,1,0,-100,100
112202954,1044,DRIVING,88,1000,1000,708,90,2,1,0,100,100
112252930,1045,DRIVING,108,1000,1000,870,110,2,2,0,100,100
112302943,1046,DRIVING,109,1000,1000,660,111,2,2,0,100,100
112352953,1047,DRIVING,116,1000,1000,440,109,1,2,0,-100,100
112402956,1048,DRIVING,92,1000,1000,489,100,1,1,0,-100,100
112452954,1049,DRIVING,92,1000,1000,904,102,2,1,0,100,100
112502944,1050,DRIVING,101,1000,1000,1000,118,2,2,0,100,100
112552942,1051,DRIVING,102,1000,1000,964,118,2,2,0,100,100
112602946,1052,DRIVING,98,1000,1000,750,114,2,2,0,100,100
112652946,1053,DRIVING,104,1000,1000,472,109,1,2,0,-100,100
112702940,1054,DRIVING,79,1000,1000,501,85,2,1,0,100,100
112752945,1055,DRIVING,99,1000,1000,599,106,2,2,0,100,100
112802952,1056,DRIVING,101,1000,1000,393,104,1,2,0,-100,100
112852943,1057,DRIVING,81,1000,1000,393,90,1,1,0,-100,100
112902948,1058,DRIVING,87,1000,1000,654,95,2,1,0,100,100
112952946,1059,DRIVING,92,1000,1000,708,107,2,2,0,100,100
113003028,1060,DRIVING,95,1000,1000,552,107,2,2,0,100,100
113052957,1061,DRIVING,101,1000,1000,420,104,1,2,0,-100,100
113102946,1062,DRIVING,77,1000,1000,457,85,1,1,0,-100,100
113152946,1063,DRIVING,72,1000,1000,799,85,2,1,0,100,100
113202938,1064,DRIVING,94,1000,1000,869,110,2,2,0,100,100
113252954,1065,DRIVING,99,1000,1000,708,110,2,2,0,100,100
113302950,1066,DRIVING,101,1000,1000,554,107,2,2,0,100,100
113352947,1067,DRIVING,106,1000,1000,393,109,1,2,0,-100,100
113402954,1068,DRIVING,81,1000,1000,436,88,1,1,0,-100,100
113452949,1069,DRIVING,74,1000,1000,790,85,2,1,0,100,100
113502947,1070,DRIVING,104,1000,1000,820,113,2,2,0,100,100
113552955,1071,DRIVING,112,1000,1000,540,111,2,2,0,100,100
113602943,1072,DRIVING,126,1000,1000,330,113,1,2,0,-100,100
113652947,1073,DRIVING,105,1000,1000,287,90,1,1,0,-100,100
113702949,1074,DRIVING,74,1000,1000,444,72,1,1,0,-100,100
113752953,1075,DRIVING,94,1000,1000,738,93,2,1,0,100,100
113802941,1076,DRIVING,106,1000,1000,673,104,2,2,0,100,100
113852952,1077,DRIVING,111,1000,1000,431,100,1,2,0,-100,100
113902953,1078,DRIVING,85,1000,1000,421,83,1,1,0,-100,100
113952949,1079,DRIVING,64,1000,1000,645,67,2,1,0,100,100
114003028,1080,DRIVING,101,1000,1000,574,97,2,2,0,100,100
114052959,1081,DRIVING,102,1000,1000,373,99,1,2,0,-100,100
114102949,1082,DRIVING,97,1000,1000,373,97,1,1,0,-100,100
114152942,1083,DRIVING,87,1000,1000,619,93,2,1,0,100,100
114202947,1084,DRIVING,106,1000,1000,618,109,2,2,0,100,100
114252953,1085,DRIVING,112,1000,1000,386,111,1,2,0,-100,100
114302960,1086,DRIVING,95,1000,1000,397,93,1,1,0,-100,100
114352951,1087,DRIVING,81,1000,1000,587,83,2,1,0,100,100
114402946,1088,DRIVING,108,1000,1000,543,110,2,2,0,100,100
114452955,1089,DRIVING,98,1000,1000,314,97,1,2,0,-100,100
114502944,1090,DRIVING,67,1000,1000,270,72,1,1,0,-100,100
114552952,1091,DRIVING,45,1000,1000,440,58,1,1,0,-100,100
114602950,1092,DRIVING,55,1000,1000,661,68,2,1,0,100,100
114652954,1093,DRIVING,91,1000,1000,612,100,2,2,0,100,100
114702946,1094,DRIVING,104,1000,1000,432,114,1,2,0,-100,100
114752959,1095,DRIVING,54,1000,1000,447,68,1,1,0,-100,100
114802942,1096,DRIVING,19,1000,1000,712,44,2,1,0,100,100
114852941,1097,DRIVING,38,1000,1000,749,57,2,2,0,100,100
114902952,1098,DRIVING,61,1000,1000,476,67,1,2,0,-100,100
114952951,1099,DRIVING,14,1000,1000,454,30,1,1,0,-100,100
115003033,1100,DRIVING,17,1000,1000,757,34,2,1,0,100,100
115052955,1101,DRIVING,59,1000,1000,735,76,2,2,0,100,100
115102941,1102,DRIVING,78,1000,1000,517,88,2,2,0,100,100
115152950,1103,DRIVING,58,1000,1000,291,61,1,2,0,-100,100
115202947,1104,DRIVING,5,1000,1000,239,19,1,1,0,-100,100
115252960,1105,DRIVING,34,1000,1000,549,51,2,1,0,100,100
115302945,1106,DRIVING,74,1000,1000,617,89,2,2,0,100,100
115352947,1107,DRIVING,99,1000,1000,381,100,1,2,0,-100,100
115402945,1108,DRIVING,29,1000,1000,266,36,1,1,0,-100,100
115452954,1109,DRIVING,25,1000,1000,410,40,1,1,0,-100,100
115502954,1110,DRIVING,47,1000,1000,566,58,2,1,0,100,100
115552950,1111,DRIVING,65,1000,1000,462,75,1,2,0,-100,100
115602950,1112,DRIVING,34,1000,1000,427,46,1,1,0,-100,100
115652956,1113,DRIVING,34,1000,1000,683,50,2,1,0,100,100
115702944,1114,DRIVING,82,1000,1000,650,92,2,2,0,100,100
115752953,1115,DRIVING,95,1000,1000,404,100,1,2,0,-100,100
115802948,1116,DRIVING,21,1000,1000,221,33,1,1,0,-100,100
115852945,1117,DRIVING,34,1000,1000,585,51,2,1,0,100,100
115902949,1118,DRIVING,92,1000,1000,662,106,2,2,0,100,100
115952947,1119,DRIVING,105,1000,1000,437,104,1,2,0,-100,100
116003028,1120,DRIVING,19,1000,1000,408,33,1,1,0,-100,100
116052948,1121,DRIVING,48,1000,1000,722,58,2,1,0,100,100
116102938,1122,DRIVING,87,1000,1000,774,92,2,2,0,100,100
116152948,1123,DRIVING,91,1000,1000,568,86,2,2,0,100,100
116202944,1124,DRIVING,55,1000,1000,327,47,1,2,0,-100,100
116252950,1125,DRIVING,28,1000,1000,344,25,1,1,0,-100,100
116302957,1126,DRIVING,59,1000,1000,785,51,2,1,0,100,100
116352929,1127,DRIVING,92,1000,1000,934,85,2,2,0,100,100
116402947,1128,DRIVING,71,1000,1000,838,69,2,2,0,100,100
116452936,1129,DRIVING,41,1000,1000,696,44,2,2,0,100,100
116502940,1130,DRIVING,9,1000,1000,527,20,2,2,0,100,100
116552948,1131,DRIVING,25,1000,1000,382,26,1,2,0,-100,100
116602948,1132,DRIVING,12,1000,1000,572,20,2,1,0,100,100
116652957,1133,DRIVING,52,1000,1000,841,57,2,2,0,100,100
116702941,1134,DRIVING,91,1000,1000,872,93,2,2,0,100,100
116752944,1135,DRIVING,79,1000,1000,867,82,2,2,0,100,100
116802938,1136,DRIVING,71,1000,1000,833,79,2,2,0,100,100
116852950,1137,DRIVING,74,1000,1000,790,81,2,2,0,100,100
116902932,1138,DRIVING,97,1000,1000,760,103,2,2,0,100,100
116952946,1139,DRIVING,108,1000,1000,783,110,2,2,0,100,100
117003019,1140,DRIVING,106,1000,1000,796,114,2,2,0,100,100
117052944,1141,DRIVING,111,1000,1000,790,120,2,2,0,100,100
117102942,1142,DRIVING,106,1000,1000,848,114,2,2,0,100,100
117152949,1143,DRIVING,108,1000,1000,907,114,2,2,0,100,100
117202941,1144,DRIVING,105,1000,1000,973,111,2,2,0,100,100
117252946,1145,DRIVING,105,1000,1000,1000,111,2,2,0,100,100
117302951,1146,DRIVING,102,1000,1000,1000,111,2,2,0,100,100
117352941,1147,DRIVING,99,1000,1000,1000,107,2,2,0,100,100
117402946,1148,DRIVING,102,1000,1000,1000,110,2,2,0,100,100
117452940,1149,DRIVING,101,1000,1000,1000,110,2,2,0,100,100
117502942,1150,DRIVING,105,1000,1000,1000,113,2,2,0,100,100
117552943,1151,DRIVING,98,1000,1000,1000,116,2,2,0,100,100
117602939,1152,DRIVING,101,1000,1000,1000,113,2,2,0,100,100
117652939,1153,DRIVING,105,1000,1000,1000,118,2,2,0,100,100
117702943,1154,DRIVING,108,1000,1000,1000,120,2,2,0,100,100
117752950,1155,DRIVING,105,1000,1000,1000,118,2,2,0,100,100
117802939,1156,DRIVING,102,1000,1000,1000,121,2,2,0,100,100
117852954,1157,DRIVING,101,972,1000,1000,120,2,2,0,100,100
117902931,1158,DRIVING,104,855,1000,1000,121,2,2,0,100,100
117952944,1159,DRIVING,101,693,1000,1000,128,2,2,0,100,100
118003028,1160,DRIVING,98,509,1000,1000,138,2,2,0,100,100
118052946,1161,DRIVING,95,359,1000,1000,166,3,2,0,100,-100
118102943,1162,DRIVING,101,405,1000,1000,158,3,3,0,100,-100
118152947,1163,DRIVING,101,657,1000,1000,128,2,3,0,100,100
118202937,1164,DRIVING,102,754,1000,1000,125,2,2,0,100,100
118252941,1165,DRIVING,102,582,1000,1000,132,2,2,0,100,100
118302948,1166,DRIVING,104,416,1000,1000,163,3,2,0,100,-100
118352954,1167,DRIVING,99,475,1000,1000,152,3,3,0,100,-100
118402945,1168,DRIVING,92,789,1000,1000,127,2,3,0,100,100
118452943,1169,DRIVING,95,871,1000,1000,123,2,2,0,100,100
118502934,1170,DRIVING,101,767,1000,1000,131,2,2,0,100,100
118552942,1171,DRIVING,99,603,1000,1000,139,2,2,0,100,100
118602947,1172,DRIVING,101,434,1000,1000,162,3,2,0,100,-100
118652933,1173,DRIVING,94,486,1000,1000,146,3,3,0,100,-100
118702949,1174,DRIVING,102,799,1000,1000,128,2,3,0,100,100
118752947,1175,DRIVING,102,838,1000,1000,130,2,2,0,100,100
118802948,1176,DRIVING,99,692,1000,1000,138,2,2,0,100,100
118852940,1177,DRIVING,101,495,1000,1000,156,3,2,0,100,-100
118902950,1178,DRIVING,98,510,1000,1000,158,2,3,0,100,100
118952944,1179,DRIVING,98,490,1000,1000,158,3,2,0,100,-100
119003022,1180,DRIVING,99,551,1000,1000,152,2,3,0,100,100
119052946,1181,DRIVING,98,561,1000,1000,149,2,2,0,100,100
119102947,1182,DRIVING,99,407,1000,1000,176,3,2,0,100,-100
119152943,1183,DRIVING,97,413,1000,1000,170,3,3,0,100,-100
119202953,1184,DRIVING,98,589,1000,1000,149,2,3,0,100,100
119252948,1185,DRIVING,99,605,1000,1000,148,2,2,0,100,100
119302947,1186,DRIVING,97,420,1000,1000,172,3,2,0,100,-100
119352947,1187,DRIVING,97,350,1000,1000,191,3,3,0,100,-100
119402947,1188,DRIVING,97,462,1000,1000,165,3,3,0,100,-100
119452958,1189,DRIVING,98,672,1000,1000,139,2,3,0,100,100
119502932,1190,DRIVING,98,695,1000,1000,139,2,2,0,100,100
119552954,1191,DRIVING,97,473,1000,1000,165,3,2,0,100,-100
119602942,1192,DRIVING,95,427,1000,1000,172,3,3,0,100,-100
119652950,1193,DRIVING,98,584,1000,1000,149,2,3,0,100,100
119702952,1194,DRIVING,98,599,1000,1000,148,2,2,0,100,100
119752953,1195,DRIVING,95,390,1000,1000,179,3,2,0,100,-100
119802950,1196,DRIVING,92,337,1000,1000,194,3,3,0,100,-100
119852947,1197,DRIVING,95,462,1000,1000,163,3,3,0,100,-100
119902939,1198,DRIVING,98,677,1000,1000,144,2,3,0,100,100
119952940,1199,DRIVING,98,674,1000,1000,141,2,2,0,100,100
120003023,1200,DRIVING,97,444,1000,1000,170,3,2,0,100,-100
120052951,1201,DRIVING,98,394,1000,1000,177,3,3,0,100,-100
120102939,1202,DRIVING,97,521,1000,1000,156,2,3,0,100,100
120152944,1203,DRIVING,95,505,1000,1000,156,2,2,0,100,100
120202957,1204,DRIVING,94,320,1000,1000,201,3,2,0,100,-100
120252942,1205,DRIVING,94,265,986,1000,233,3,3,0,100,-100
120302943,1206,DRIVING,94,371,1000,1000,176,3,3,0,100,-100
120352946,1207,DRIVING,97,560,1000,1000,151,2,3,0,100,100
120402948,1208,DRIVING,98,555,1000,1000,153,2,2,0,100,100
120452944,1209,DRIVING,95,356,1000,1000,187,3,2,0,100,-100
120502943,1210,DRIVING,91,306,1000,1000,201,3,3,0,100,-100
120552955,1211,DRIVING,94,452,1000,1000,163,3,3,0,100,-100
120602938,1212,DRIVING,95,687,1000,1000,139,2,3,0,100,100
120652940,1213,DRIVING,97,713,1000,1000,137,2,2,0,100,100
120702946,1214,DRIVING,95,488,1000,1000,159,3,2,0,100,-100
120752944,1215,DRIVING,95,406,1000,1000,173,3,3,0,100,-100
120802950,1216,DRIVING,94,552,1000,1000,151,2,3,0,100,100
120852948,1217,DRIVING,94,546,1000,1000,153,2,2,0,100,100
120902944,1218,DRIVING,91,374,1000,1000,177,3,2,0,100,-100
120952941,1219,DRIVING,94,434,1000,1000,165,3,3,0,100,-100
121003029,1220,DRIVING,92,623,1000,1000,141,2,3,0,100,100
121052953,1221,DRIVING,92,600,1000,1000,144,2,2,0,100,100
121102949,1222,DRIVING,92,369,1000,1000,176,3,2,0,100,-100
121152949,1223,DRIVING,92,299,998,1000,205,3,3,0,100,-100
121202945,1224,DRIVING,94,428,1000,1000,163,3,3,0,100,-100
121252953,1225,DRIVING,97,654,1000,1000,142,2,3,0,100,100
121302942,1226,DRIVING,95,628,1000,1000,144,2,2,0,100,100
121352948,1227,DRIVING,92,371,1000,1000,177,3,2,0,100,-100
121402953,1228,DRIVING,91,312,1000,1000,195,3,3,0,100,-100
121452946,1229,DRIVING,92,458,1000,1000,158,3,3,0,100,-100
121502932,1230,DRIVING,94,684,1000,1000,138,2,3,0,100,100
121552943,1231,DRIVING,97,670,1000,1000,139,2,2,0,100,100
121602951,1232,DRIVING,94,403,1000,1000,169,3,2,0,100,-100
121652952,1233,DRIVING,92,334,1000,1000,187,3,3,0,100,-100
121702963,1234,DRIVING,92,493,1000,1000,152,3,3,0,100,-100
121752944,1235,DRIVING,95,712,1000,1000,138,2,3,0,100,100
121802944,1236,DRIVING,95,696,1000,1000,137,2,2,0,100,100
121852955,1237,DRIVING,94,437,1000,1000,163,3,2,0,100,-100
121902953,1238,DRIVING,91,365,1000,1000,179,3,3,0,100,-100
121952934,1239,DRIVING,94,534,1000,1000,148,2,3,0,100,100
122003030,1240,DRIVING,94,553,1000,1000,145,2,2,0,100,100
122052939,1241,DRIVING,92,353,1000,1000,180,3,2,0,100,-100
122102944,1242,DRIVING,94,312,1000,1000,198,3,3,0,100,-100
122152942,1243,DRIVING,92,434,1000,1000,160,3,3,0,100,-100
122202961,1244,DRIVING,95,648,1000,1000,139,2,3,0,100,100
122252936,1245,DRIVING,95,639,1000,1000,141,2,2,0,100,100
122302950,1246,DRIVING,92,381,1000,1000,174,3,2,0,100,-100
122352954,1247,DRIVING,92,324,1000,1000,190,3,3,0,100,-100
122402949,1248,DRIVING,94,475,1000,1000,153,3,3,0,100,-100
